Collection Name,Document Count
c1_l8_654_60m,213410
c2_l8_36_40m,1842064
c2_l8_54_90m,709384
c2_l8_225_60m,1362470
c2_l8_137_30m,2048975
c2_l8_69_10m,309869
c2_l8_96_60m,2153583
c2_l8_206_30m,800000
c2_l8_39_1m,21229
c2_l8_234_60m,908685
c2_l8_152_10m,520
c2_l8_209_125m,1361162
c1_l8_117_60m,243
c2_l8_111_1m,231391
c2_l8_191_125m,1722129
c1_l8_237_60m,296484
c2_l8_78_15m,1614902
c2_l8_135_30m,80165
c2_l8_169_90m,1394246
